location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course,city,property_type
Gyan Khand,1350.0,5150000.0,INR,,1.0,0.0,"3 BHK Independent Floor available for sale in Gyan Khand 1 Indirapuram Ghaziabad, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,1050.0,4550000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in Gyan Khand 1 Indirapuram Ghaziabad, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,1050.0,4550000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in , Gyan Khand, Ghaziabad. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Building has 4 floors.",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1250.0,6800000.0,INR,,0.0,0.0,The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact for more details. ,1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.4,2022.0,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2400.0,16500000.0,INR,,1.0,0.0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 2400 sqft and is priced at Rs. 1.65 cr . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,4000000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Shakti Khand II, Shakti Khand, Ghaziabad. It has a salable area of 850 sqft and is available at a price of Rs. 4,705 per sqft. It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.4,2022.0,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1550.0,9500000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Shree SSA Builders Builders NK 2, Niti Khand. It has a built-up area of 1550 sqft and is priced at Rs. 95.00 lac . It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,west,0.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,2022.0,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1200.0,6500000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Shakti Khand. It has an area of 1200 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 65.00 lac . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1600.0,9500000.0,INR,,1.0,0.0,"A 3 bhk property is available for sale in Niti Khand, Ghaziabad. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,west,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1600.0,8800000.0,INR,,1.0,0.0,"It has an area of 1600 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 88.00 lac . It is a semi-furnished property. It is facing west direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,west,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1900.0,11500000.0,INR,,1.0,0.0,It’s a 4 bhk builder floor situated in Shakti Khand. It has a built-up area of 1900 sqft and is priced at Rs. 1.15 cr . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ,1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2400.0,15500000.0,INR,,1.0,0.0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. It has an area of 2400 sqft with a carpet area of 2300 sqft . The property is available at a price of Rs. 1.55 cr . It is a semi-furnished property. It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact us for more details. ",1.0,west,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1200.0,5200000.0,INR,,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. The house is semi-furnished. It is south facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1.0,south,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,2000.0,8500000.0,INR,,1.0,0.0,"It has a built-up area of 2000 sqft and is priced at Rs. 85.00 lac . It is a semi-furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,south,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2500.0,16500000.0,INR,,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has an area of 2500 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 1.65 cr . It is a semi-furnished property. It is facing west direction. This residential property is ready-to-move-in. Contact us for more details. ",1.0,west,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1500.0,8500000.0,INR,,0.0,0.0,"A spacious 3 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a salable area of 1500 sqft and is available at a price of Rs. 5,666 per sqft. It is a semi-furnished property. Its main door is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,northeast,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1400.0,8000000.0,INR,,1.0,0.0,Well designed 3 bhk builder floor is available at a prime location in Niti Khand. It has an area of 1400 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 80.00 lac . It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ,1.0,east,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1700.0,11400000.0,INR,,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has an area of 1700 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 1.14 cr . It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,west,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,850.0,5200000.0,INR,,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Niti Khand. It has a salable area of 850 sqft and is available at a price of Rs. 6,117 per sqft. It is a semi-furnished property. Its main door is facing northwest direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,northwest,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,2000.0,14000000.0,INR,,1.0,0.0,"It’s a 4 bhk builder floor situated in Shakti Khand, Ghaziabad. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,4500000.0,INR,,1.0,0.0,It has a built-up area of 850 sqft and is priced at Rs. 45.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ,1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2300.0,14500000.0,INR,,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has an area of 2300 sqft with a carpet area of 2300 sqft . The property is available at a price of Rs. 1.45 cr . It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1.0,northeast,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1250.0,7465000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Niti Khand. The house is semi-furnished. It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,northeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vaishali,2755.0,19000000.0,INR,,1.0,0.0,"A 4 bhk property is available for sale in Vaishali, Ghaziabad. It has a built-up area of 2755 sqft and is priced at Rs. 1.90 cr . It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,2375.0,16500000.0,INR,,1.0,0.0,Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has an area of 2375 sqft with a carpet area of 2330 sqft . The property is available at a price of Rs. 1.65 cr . It is a semi-furnished property. Its main door is facing northeast direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ,1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vaishali,2185.0,17200000.0,INR,,1.0,0.0,It’s a 4 bhk builder floor situated in Vaishali. It has an area of 2185 sqft with a carpet area of 2130 sqft . The property is available at a price of Rs. 1.72 cr . It is a semi-furnished property. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,1.0,northeast,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vaishali,2435.0,18200000.0,INR,,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a built-up area of 2435 sqft and is priced at Rs. 1.82 cr . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2485.0,19600000.0,INR,,1.0,0.0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Niti Khand. The house is semi-furnished. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,885.0,2299000.0,INR,,1.0,0.0,"A 2 bhk property is available for sale in Vasundhara, Ghaziabad. It has a salable area of 885 sqft and is available at a price of Rs. 2,597 per sqft. The house is semi-furnished. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,890.0,3290000.0,INR,,0.0,0.0,"A 2 bhk property is available for sale in Vasundhara, Ghaziabad. It has a salable area of 890 sqft and is available at a price of Rs. 3,696 per sqft. The house is semi-furnished. It is southwest facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,southwest,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,,Ghaziabad,builderfloor
Vaishali,2365.0,15100000.0,INR,1.0,1.0,0.0,"A 4 bhk property is available for sale in Vaishali, Ghaziabad. It has an area of 2365 sqft . The property is available at a price of Rs. 1.51 cr . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1265.0,7010000.0,INR,,1.0,0.0,"A 3 bhk property is available for sale in Shakti Khand, Ghaziabad. It has an area of 1265 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 70.10 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,northeast,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1050.0,5400000.0,INR,1.0,0.0,0.0,"A 3 bhk property is available for sale in Shakti Khand, Ghaziabad. It has a salable area of 1050 sqft and is available at a price of Rs. 5,142 per sqft. The house is unfurnished. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
