location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course,city,property_type
ahmamau,1000.0,999000.0,INR,,1.0,1.0,"It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. It is east facing property. The property is available on freehold. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,3200.0,3197000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Arjunganj. It has an area of 3200 sqft. The property is available at a price of Rs. 31.97 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,2450.0,2448000.0,INR,,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. It has an area of 2450 sqft. The property is available at a price of Rs. 24.48 lac (negotiable). The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1800.0,1798000.0,INR,,1.0,1.0,"A plot is available for sale in ahmamau, Lucknow. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1250.0,1249000.0,INR,,1.0,1.0,"A plot is available at a prime location in ahmamau. It has an area of 1250 sqft. The property is available at a price of Rs. 12.49 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1000.0,9990000.0,INR,,1.0,1.0,"A plot is available at a prime location in ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 99.90 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,Lucknow,plot
Gomti Nagar,2450.0,1027000.0,INR,,1.0,1.0,"A plot is available at a prime location in Gomti Nagar. It has an area of 2450 sqft and is priced at Rs. 10.27 lac (negotiable). One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1800.0,1798000.0,INR,,1.0,1.0,"It has an area of 1800 sqft. The property is available at a price of Rs. 17.98 lac (negotiable). It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,1250.0,1249000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Arjunganj. It has a salable area of 1250 sqft and is available at a price of Rs. 999 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1000.0,9990000.0,INR,,1.0,1.0,"This plot is situated in ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 9,990 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,3200.0,3197000.0,INR,,1.0,1.0,"It has an area of 3200 sqft. The property is available at a price of Rs. 31.97 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,2450.0,2448000.0,INR,,1.0,1.0,"A plot property is available for sale in Sultanpur Road, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,Lucknow,plot
Sultanpur Road,1250.0,1249000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1250 sqft. The property is available at a price of Rs. 12.49 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,1000.0,9990000.0,INR,,1.0,1.0,"It has an area of 1000 sqft and is priced at Rs. 99.90 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,Lucknow,plot
ahmamau,1250.0,1249000.0,INR,,1.0,1.0,"This plot is situated in ahmamau. It has a salable area of 1250 sqft and is available at a price of Rs. 999 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,1800.0,1798000.0,INR,,1.0,1.0,"It has an area of 1800 sqft and is priced at Rs. 17.98 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lucknow,plot
Sultanpur Road,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Sultanpur Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). It is facing east direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Sultanpur Road, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,3200.0,3197000.0,INR,,1.0,0.0,"This plot is situated in ahmamau. It has an area of 3200 sqft. The property is available at a price of Rs. 31.97 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,1800.0,1798000.0,INR,,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. It has an area of 1800 sqft and is priced at Rs. 17.98 lac (negotiable). Its entry is east facing. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1000.0,9990000.0,INR,,1.0,1.0,"This plot is situated in ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 99.90 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,3200.0,3197000.0,INR,,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. It has an area of 3200 sqft and is priced at Rs. 31.97 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,2450.0,2448000.0,INR,,1.0,1.0,"A plot property is available for sale in ahmamau, Lucknow. It has an area of 2450 sqft and is priced at Rs. 24.48 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Road,1800.0,1798000.0,INR,,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. It has an area of 1800 sqft. The property is available at a price of Rs. 17.98 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,1250.0,1249000.0,INR,,1.0,1.0,"This plot is situated in Arjunganj, Lucknow. It has an area of 1250 sqft and is priced at Rs. 12.49 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,Lucknow,plot
Arjunganj,1000.0,9990000.0,INR,,1.0,1.0,"A plot is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 99.90 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,3200.0,3197000.0,INR,,1.0,1.0,"A plot property is available for sale in ahmamau, Lucknow. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,1250.0,5250000.0,INR,,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1250 sqft and is priced at Rs. 52.50 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,1000.0,414000.0,INR,,1.0,1.0,"A plot property is available for sale in Gosainganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 414 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1250.0,5250000.0,INR,,1.0,1.0,"This plot is situated in Gomti Nagar, Lucknow. It has a salable area of 1250 sqft and is available at a price of Rs. 4,200 per sqft. One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1250.0,525000.0,INR,,1.0,0.0,"This plot is situated in Gomti Nagar. It has a salable area of 1250 sqft and is available at a price of Rs. 420 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar Extension,1000.0,414000.0,INR,,1.0,1.0,"This plot is situated in Gomti Nagar Extension. It has an area of 1000 sqft. The property is available at a price of Rs. 4.14 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar Extension,3200.0,1341000.0,INR,,1.0,1.0,"This plot is situated in Gomti Nagar Extension, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,2450.0,1027000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1800.0,7560000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar Extension,1800.0,756000.0,INR,,1.0,0.0,"This plot is available for sale and is located in the heart of Gomti Nagar Extension. It has an area of 1800 sqft. The property is available at a price of Rs. 7.56 lac . It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1250.0,525000.0,INR,,1.0,0.0,"This plot is situated in Gomti Nagar, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 5.25 lac . It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar Extension,2450.0,1027000.0,INR,,1.0,0.0,This plot is available for sale and is located in the heart of Gomti Nagar Extension. It has an area of 2450 sqft and is priced at Rs. 10.27 lac . It is facing east direction. The property is available on freehold. The site is in close proximity to various civic utilities. Contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,1800.0,756000.0,INR,,1.0,0.0,"A plot is available at a prime location in Gosainganj. It has a salable area of 1800 sqft and is available at a price of Rs. 420 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1250.0,525000.0,INR,,1.0,0.0,"It has an area of 1250 sqft and is priced at Rs. 5.25 lac . It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,1000.0,414000.0,INR,,1.0,0.0,"This plot is situated in Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 4.14 lac . Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1000.0,4140000.0,INR,,1.0,0.0,"This plot is situated in Gomti Nagar, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 41.40 lac . One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1250.0,5250000.0,INR,,1.0,1.0,"A plot is available at a prime location in ahmamau. It has an area of 1250 sqft. The property is available at a price of Rs. 52.50 lac (negotiable). It is facing west direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,1000.0,4140000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar. It has a salable area of 1000 sqft and is available at a price of Rs. 4,140 per sqft. It is west facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,1000.0,414000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 414 per sqft. One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gosainganj,2450.0,1027000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 2450 sqft. The property is available at a price of Rs. 10.27 lac (negotiable). It is west facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,3200.0,1341000.0,INR,,1.0,1.0,"A plot is available for sale in Gomti Nagar, Lucknow. It has a salable area of 3200 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it overlooks the pool. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Gomti Nagar,2450.0,1027000.0,INR,,1.0,1.0,"A plot is available for sale in Gomti Nagar, Lucknow. It has an area of 2450 sqft. The property is available at a price of Rs. 10.27 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The site is in close proximity to various civic utilities. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.5,,,,,,,,,1.0,,,,,,,,Lucknow,plot
ahmamau,1800.0,756000.0,INR,,1.0,1.0,"A plot property is available for sale in ahmamau, Lucknow. It has an area of 1800 sqft and is priced at Rs. 7.56 lac (negotiable). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,west,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Arjunganj,1000.0,999000.0,INR,,1.0,1.0,"A plot is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,Lucknow,plot
Sultanpur Lucknow Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
Faizabad Lucknow Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"Ko: Amar Shaheed Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs per sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,west,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
Arjunganj,1000.0,1150000.0,INR,1.0,1.0,1.0,"Ko: Amar Shaheed Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs per sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
Ekana Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"Ko: Amar Shaheed Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs per sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
Cantonment,1000.0,999000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Cantonment. It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. One of the major USPs of the property is that it is a pool facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
Sultanpur Road,1000.0,900000.0,INR,,1.0,1.0,"1000 sqft. residential plot for sale On New Jail Road, Lucknow
The price quoted for this property is 9.00 lacs.
east facing plot available.
immediate registry and possession",1.0,east,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,Lucknow,plot
